Year,Month,Day,Full-Date,Fighter,Color,Country,Winner,TitleBout,WeightClass,Gender,NumberRounds,Avg-SSL,Avg-SSP,Avg-SA,Avg-TDL,Avg-TDP,Stance,Height,Reach,Weight,Age,Finish,Details,F-Round,F-RoundTime,Fight-Secs,Wins-DM,Wins-DS,Wins-DU,Wins-KO,Wins-S,Wins-TKOS,Wins-T
2017,6,17,2017617,Carls John De Tomas,Blue, Singapore,0,FALSE,Flyweight,MALE,3,0,0,0,0,0,Southpaw,165.1,180.34,125,20,U-DEC,0,3,300,900,0,0,0,0,0,0,0
2017,6,17,2017617,Lucie Pudilova,Blue, Singapore,1,FALSE,Women's Bantamweight,FEMALE,3,99,0.48,0,0,0,Orthodox,172.72,170.18,125,23,U-DEC,0,3,300,900,0,0,0,0,0,0,0
2017,6,10,2017610,Mark Hunt,Blue, New Zealand,1,FALSE,Heavyweight,MALE,5,27.2143,0.426,0.0714,0.5,0.243,Orthodox,177.8,182.88,265,43,KO/TKO,Punches,4,231,1131,0,0,1,6,0,0,7
2017,6,10,2017610,Daniel Kelly,Blue, New Zealand,0,FALSE,Middleweight,MALE,3,43,0.399,0.1429,1.4286,0.269,Southpaw,182.88,177.8,185,39,KO/TKO,Punch,1,76,76,0,1,3,1,1,0,6
2017,6,10,2017610,Ross Pearson,Blue, New Zealand,0,FALSE,Lightweight,MALE,3,42.1364,0.421,0,0.6818,0.364,Orthodox,172.72,175.26,155,32,KO/TKO,Knee,2,182,482,0,2,4,4,0,1,11
2017,6,10,2017610,Henrique da Silva,Blue, New Zealand,0,FALSE,Light Heavyweight,MALE,3,40.75,0.583,0.25,0.25,0.083,Orthodox,190.5,193.04,205,27,KO/TKO,Punch,1,22,22,0,0,0,1,1,0,2
2017,6,10,2017610,Ben Nguyen,Blue, New Zealand,1,FALSE,Flyweight,MALE,3,36.75,0.493,0.75,0,0,Switch,165.1,165.1,125,28,SUB,Rear Naked Choke,1,49,49,0,0,1,1,1,0,3
2017,6,10,2017610,Mizuto Hirota,Blue, New Zealand,0,FALSE,Featherweight,MALE,3,56.25,0.405,0,2.25,0.563,Orthodox,170.18,170.18,155,36,U-DEC,0,3,300,900,0,0,1,0,0,0,1
2017,6,10,2017610,Vinc Pichel,Blue, New Zealand,1,FALSE,Lightweight,MALE,3,33.6667,0.347,0.3333,5.3333,0.46,Orthodox,177.8,182.88,155,34,KO/TKO,Punch,1,217,217,0,0,2,0,0,0,2
2017,6,10,2017610,Dominique Steele,Blue, New Zealand,0,FALSE,Welterweight,MALE,3,23.75,0.598,0,2.5,0.355,Orthodox,177.8,187.96,170,29,U-DEC,0,3,300,900,0,0,0,1,0,0,1
2017,6,10,2017610,Ashkan Mokhtarian,Blue, New Zealand,0,FALSE,Flyweight,MALE,3,0,0,0,0,0,Southpaw,167.64,170.18,125,31,U-DEC,0,3,300,900,0,0,0,0,0,0,0
2017,6,10,2017610,Zak Ottow,Blue, New Zealand,1,FALSE,Welterweight,MALE,3,54.5,0.37,0.5,0,0,Orthodox,180.34,182.88,170,30,S-DEC,0,3,300,900,0,1,0,0,0,0,1
2017,6,3,201763,Max Holloway,Blue, Brazil,1,TRUE,Featherweight,MALE,5,66.1875,0.428,0.4375,0.25,0.188,Orthodox,180.34,175.26,155,25,KO/TKO,Punches,3,253,853,0,1,4,6,2,0,13
2017,6,3,201763,Karolina Kowalkiewicz,Blue, Brazil,0,FALSE,Women's Strawweight,FEMALE,3,79.75,0.35,0,0,0,Orthodox,160.02,162.56,115,31,SUB,Rear Naked Choke,1,183,183,0,1,2,0,0,0,3
2017,6,3,201763,Nate Marquardt,Blue, Brazil,0,FALSE,Middleweight,MALE,3,23.5652,0.52,0.6087,1.3913,0.454,Orthodox,182.88,187.96,185,38,U-DEC,0,3,300,900,0,0,4,6,3,0,13
2017,6,3,201763,Oluwale Bamgbose,Blue, Brazil,0,FALSE,Middleweight,MALE,3,11.6667,0.457,0,0,0,Switch,180.34,198.12,185,29,KO/TKO,Punches,2,66,366,0,0,0,1,0,0,1
2017,6,3,201763,Yancy Medeiros,Blue, Brazil,1,FALSE,Welterweight,MALE,3,27.3333,0.35,0.4444,0,0,Orthodox,177.8,190.5,155,29,KO/TKO,Punch,2,121,421,0,1,0,0,3,0,4
2017,6,3,201763,Marlon Moraes,Blue, Brazil,0,FALSE,Bantamweight,MALE,3,0,0,0,0,0,Orthodox,167.64,170.18,135,29,S-DEC,0,3,300,900,0,0,0,0,0,0,0
2017,6,3,201763,Matthew Lopez,Blue, Brazil,1,FALSE,Bantamweight,MALE,3,22,0.48,1.5,3,0.915,Southpaw,170.18,175.26,135,30,KO/TKO,Punches,1,177,177,0,0,1,0,0,0,1
2017,6,3,201763,Brian Kelleher,Blue, Brazil,1,FALSE,Bantamweight,MALE,3,0,0,0,0,0,Switch,167.64,167.64,135,30,SUB,Guillotine Choke,1,108,108,0,0,0,0,0,0,0
2017,6,3,201763,Jamie Moyle,Blue, Brazil,0,FALSE,Women's Strawweight,FEMALE,3,73,0.6,0,3,0.3,Orthodox,154.94,165.1,115,28,U-DEC,0,3,300,900,0,0,1,0,0,0,1
2017,5,28,2017528,Glover Teixeira,Blue, Sweden,0,FALSE,Light Heavyweight,MALE,5,33.8333,0.452,0.4167,1.5,0.358,Orthodox,187.96,193.04,205,37,KO/TKO,Punches,5,67,1267,0,0,2,3,3,1,9
2017,5,28,2017528,Misha Cirkunov,Blue, Sweden,0,FALSE,Light Heavyweight,MALE,3,27,0.555,0.75,2.25,0.56,Orthodox,190.5,195.58,205,30,KO/TKO,Punch,1,28,28,0,0,0,1,3,0,4
2017,5,28,2017528,Ben Saunders,Blue, Sweden,0,FALSE,Welterweight,MALE,3,29.4167,0.585,0.75,0.1667,0.167,Orthodox,187.96,195.58,170,34,KO/TKO,Knee,2,149,449,0,1,2,2,3,0,8
2017,5,28,2017528,Omari Akhmedov,Blue, Sweden,1,FALSE,Welterweight,MALE,3,27.5714,0.389,0.2857,1.8571,0.417,Orthodox,182.88,185.42,185,29,S-DEC,0,3,300,900,0,0,2,2,0,0,4
2017,5,28,2017528,Nordine Taleb,Blue, Sweden,1,FALSE,Welterweight,MALE,3,40.1667,0.53,0,2.1667,0.583,Orthodox,185.42,187.96,170,35,U-DEC,0,3,300,900,0,1,2,1,0,0,4
2017,5,28,2017528,Alex Nicholson,Blue, Sweden,0,FALSE,Middleweight,MALE,3,38.6667,0.447,0,0,0,Orthodox,193.04,205.74,185,27,KO/TKO,Punches,1,120,120,0,0,0,1,0,0,1
2017,5,28,2017528,Damian Stasiak,Blue, Sweden,0,FALSE,Bantamweight,MALE,3,8.6667,0.503,1,2.3333,0.647,Orthodox,165.1,177.8,135,27,U-DEC,0,3,300,900,0,0,0,0,2,0,2
2017,5,28,2017528,Chris Camozzi,Blue, Sweden,0,FALSE,Middleweight,MALE,3,43.8889,0.487,0.3333,0.2222,0.097,Orthodox,187.96,193.04,185,30,U-DEC,0,3,300,900,0,2,4,1,1,1,9
2017,5,28,2017528,Joaquim Silva,Blue, Sweden,1,FALSE,Lightweight,MALE,3,27.5,0.525,0,0,0,Orthodox,172.72,175.26,155,28,S-DEC,0,3,300,900,0,1,0,1,0,0,2
2017,5,28,2017528,Jessin Ayari,Blue, Sweden,0,FALSE,Welterweight,MALE,3,70,0.4,0,0,0,Orthodox,182.88,185.42,155,24,U-DEC,0,3,300,900,0,1,0,0,0,0,1
2017,5,28,2017528,Damir Hadzovic,Blue, Sweden,1,FALSE,Lightweight,MALE,3,11,0.25,0,0,0,Orthodox,175.26,177.8,155,30,KO/TKO,Knee,3,7,607,0,0,0,0,0,0,0
2017,5,13,2017513,Junior Dos Santos,Blue, USA,0,TRUE,Heavyweight,MALE,5,59.1333,0.517,0.0667,0.3333,0.233,Orthodox,193.04,195.58,238,33,KO/TKO,Punch,1,142,142,0,0,4,8,0,0,12
2017,5,13,2017513,Jessica Andrade,Blue, USA,0,TRUE,Women's Strawweight,FEMALE,5,66.6,0.57,0.5,1.7,0.574,Orthodox,154.94,157.48,115,25,U-DEC,0,5,300,1500,0,1,3,1,2,0,7
2017,5,13,2017513,Jorge Masvidal,Blue, USA,0,FALSE,Welterweight,MALE,3,56.6154,0.513,0.5385,1.1538,0.381,Orthodox,180.34,187.96,170,32,S-DEC,0,3,300,900,0,0,5,3,1,0,9
2017,5,13,2017513,Yair Rodriguez,Blue, USA,0,FALSE,Featherweight,MALE,3,57,0.462,1.1667,1.3333,0.508,Orthodox,180.34,180.34,145,24,KO/TKO,0,2,300,600,0,2,2,2,0,0,6
2017,5,13,2017513,David Branch,Blue, USA,1,FALSE,Middleweight,MALE,3,14.25,0.46,0,2,0.425,Orthodox,185.42,198.12,185,35,S-DEC,0,3,300,900,0,0,2,0,0,0,2
2017,5,13,2017513,Jason Knight,Blue, USA,1,FALSE,Featherweight,MALE,3,48.5,0.405,2.25,1.75,0.325,Orthodox,177.8,180.34,145,24,KO/TKO,Punch,3,39,639,0,1,1,0,1,0,3
2017,5,13,2017513,Rashad Coulter,Blue, USA,0,FALSE,Heavyweight,MALE,3,0,0,0,0,0,Orthodox,180.34,193.04,205,35,KO/TKO,Elbow,2,216,516,0,0,0,0,0,0,0
2017,5,13,2017513,Cortney Casey,Blue, USA,1,FALSE,Women's Strawweight,FEMALE,3,39.4,0.504,0.2,0.4,0.2,Orthodox,170.18,170.18,115,30,U-DEC,0,3,300,900,0,0,0,1,1,0,2
2017,5,13,2017513,Enrique Barzola,Blue, USA,1,FALSE,Featherweight,MALE,3,55,0.473,0,4.3333,0.413,Switch,170.18,177.8,145,28,U-DEC,0,3,300,900,0,0,2,0,0,0,2
2017,5,13,2017513,Gadzhimurad Antigulov,Blue, USA,1,FALSE,Light Heavyweight,MALE,3,0,0,1,1,1,Orthodox,180.34,177.8,205,30,SUB,Rear Naked Choke,1,141,141,0,0,0,0,1,0,1
2017,4,22,2017422,Artem Lobov,Blue, USA,0,FALSE,Featherweight,MALE,5,40,0.338,0,0.25,0.25,Southpaw,175.26,165.1,145,30,U-DEC,0,5,300,1500,0,0,2,0,0,0,2
2017,4,22,2017422,Diego Sanchez,Blue, USA,0,FALSE,Lightweight,MALE,3,35.32,0.393,0.72,1.12,0.248,Southpaw,177.8,182.88,170,35,KO/TKO,Punch,1,98,98,0,3,8,5,0,0,16
2017,4,22,2017422,Marcos Rogerio de Lima,Blue, USA,0,FALSE,Light Heavyweight,MALE,3,12.1667,0.593,0.5,0,0,Orthodox,185.42,190.5,253,31,SUB,Other - Choke,2,131,431,0,0,0,3,1,0,4
2017,4,22,2017422,Eddie Wineland,Blue, USA,0,FALSE,Bantamweight,MALE,3,36,0.267,0,0.2,0.133,Orthodox,170.18,175.26,135,32,U-DEC,0,3,300,900,0,1,0,4,0,0,5
2017,4,22,2017422,Stevie Ray,Blue, USA,1,FALSE,Lightweight,MALE,3,29.8,0.428,0.6,0.4,0.266,Southpaw,177.8,177.8,155,27,M-DEC,0,3,300,900,0,1,1,2,0,0,4
2017,4,22,2017422,Mike Perry,Blue, USA,1,FALSE,Welterweight,MALE,3,52.6667,0.483,0,0,0,Orthodox,177.8,180.34,170,25,KO/TKO,Elbow,2,65,365,0,0,0,2,0,0,2
2017,4,22,2017422,Sam Alvey,Blue, USA,0,FALSE,Middleweight,MALE,3,29.4,0.526,0.1,0,0,Southpaw,187.96,190.5,205,30,U-DEC,0,3,300,900,0,0,2,4,1,0,7
2017,4,22,2017422,Brandon Moreno,Blue, USA,1,FALSE,Flyweight,MALE,3,31,0.545,1,3,0.69,Orthodox,170.18,177.8,125,23,SUB,Rear Naked Choke,2,246,546,0,1,0,0,1,0,2
2017,4,22,2017422,Michael McBride,Blue, USA,0,FALSE,Lightweight,MALE,3,16,0.51,0,0,0,Orthodox,185.42,190.5,155,31,U-DEC,0,3,300,900,0,0,0,0,0,0,0
2017,4,22,2017422,Danielle Taylor,Blue, USA,1,FALSE,Women's Strawweight,FEMALE,3,31,0.215,0,0.5,0.5,Orthodox,152.4,152.4,115,27,U-DEC,0,3,300,900,0,1,0,0,0,0,1
2017,4,22,2017422,Cindy Dandois,Blue, USA,0,FALSE,Women's Bantamweight,FEMALE,3,0,0,0,0,0,Orthodox,170.18,172.72,135,32,U-DEC,0,3,300,900,0,0,0,0,0,0,0
2017,4,22,2017422,Joe Proctor,Blue, USA,0,FALSE,Welterweight,MALE,3,30.5714,0.389,1.1429,0,0,Orthodox,177.8,182.88,155,31,KO/TKO,Punch,1,210,210,0,0,1,2,1,0,4
2017,4,22,2017422,Matt Schnell,Blue, USA,0,FALSE,Flyweight,MALE,3,14,0.42,0,0,0,Orthodox,172.72,177.8,135,27,KO/TKO,Punch,1,264,264,0,0,0,0,0,0,0
2017,4,15,2017415,Wilson Reis,Blue, USA,0,TRUE,Flyweight,MALE,5,25.625,0.388,0.625,4.375,0.484,Southpaw,162.56,165.1,125,32,SUB,Armbar,3,289,889,0,0,4,0,2,0,6
2017,4,15,2017415,Michelle Waterson,Blue, USA,0,FALSE,Women's Strawweight,FEMALE,3,29.5,0.74,3,2,1,Orthodox,160.02,157.48,115,31,SUB,Rear Naked Choke,2,167,467,0,0,0,0,2,0,2
2017,4,15,2017415,Robert Whittaker,Blue, USA,1,FALSE,Middleweight,MALE,3,51.7,0.447,0,0.4,0.3,Orthodox,182.88,185.42,185,26,KO/TKO,Kick,2,208,508,0,0,4,4,0,0,8
2017,4,15,2017415,Renato Moicano,Blue, USA,1,FALSE,Featherweight,MALE,3,46,0.385,0.5,0.5,0.25,Orthodox,180.34,182.88,145,27,S-DEC,0,3,300,900,0,1,0,0,1,0,2
2017,4,15,2017415,Roy Nelson,Blue, USA,0,FALSE,Heavyweight,MALE,3,22.6111,0.383,0.0556,0.8333,0.153,Orthodox,182.88,182.88,263,40,U-DEC,0,3,300,900,0,0,1,8,0,0,9
2017,4,15,2017415,Tom Duquesnoy,Blue, USA,1,FALSE,Bantamweight,MALE,3,0,0,0,0,0,Orthodox,170.18,172.72,135,23,KO/TKO,Elbows,2,28,328,0,0,0,0,0,0,0
2017,4,15,2017415,Rashid Magomedov,Blue, USA,1,FALSE,Lightweight,MALE,3,64.2,0.53,0.2,0.8,0.4,Orthodox,175.26,177.8,155,32,S-DEC,0,3,300,900,0,0,3,1,0,0,4
2017,4,15,2017415,Tim Elliott,Blue, USA,1,FALSE,Flyweight,MALE,3,51.7143,0.483,1.2857,3.2857,0.643,Southpaw,170.18,167.64,135,30,U-DEC,0,3,300,900,0,0,2,0,0,0,2
2017,4,15,2017415,Augusto Mendes,Blue, USA,0,FALSE,Bantamweight,MALE,3,26.5,0.33,0,2,0.22,Orthodox,167.64,165.1,135,34,U-DEC,0,3,300,900,0,1,0,0,0,0,1
2017,4,15,2017415,Jake Collier,Blue, USA,0,FALSE,Light Heavyweight,MALE,3,32.75,0.44,0.25,0.75,0.215,Orthodox,190.5,198.12,205,28,U-DEC,0,3,300,900,0,1,0,1,0,0,2
2017,4,15,2017415,Andrew Sanchez,Blue, USA,0,FALSE,Middleweight,MALE,3,52.5,0.54,0,3,0.25,Orthodox,185.42,187.96,185,29,KO/TKO,Kick,3,232,832,0,0,2,0,0,0,2
2017,4,15,2017415,Nathan Coy,Blue, USA,0,FALSE,Welterweight,MALE,3,24,0.365,0,2,0.8,Southpaw,177.8,175.26,170,38,SUB,Guillotine Choke,1,261,261,0,0,1,0,0,0,1
2017,4,15,2017415,Ketlen Vieira,Blue, USA,1,FALSE,Women's Bantamweight,FEMALE,3,13,0.22,0,4,0.66,Orthodox,172.72,172.72,135,25,U-DEC,0,3,300,900,0,1,0,0,0,0,1
2017,4,8,201748,Anthony Johnson,Blue, USA,0,TRUE,Light Heavyweight,MALE,5,19.9444,0.506,0.2778,1,0.271,Orthodox,187.96,198.12,205,33,SUB,Rear Naked Choke,2,217,517,0,0,2,11,0,0,13
2017,4,8,201748,Gegard Mousasi,Blue, USA,1,FALSE,Middleweight,MALE,3,37.8182,0.505,0.2727,0.8182,0.341,Orthodox,187.96,193.04,185,31,KO/TKO,Knee,2,193,493,0,0,3,4,1,0,8
2017,4,8,201748,Pearl Gonzalez,Blue, USA,0,FALSE,Women's Strawweight,FEMALE,3,0,0,0,0,0,Orthodox,162.56,172.72,115,30,SUB,Rear Naked Choke,3,225,825,0,0,0,0,0,0,0
2017,4,8,201748,Patrick Cote,Blue, USA,0,FALSE,Welterweight,MALE,3,30.9,0.462,0.2,0.5,0.133,Orthodox,180.34,180.34,170,37,U-DEC,0,3,300,900,0,1,4,4,0,0,10
2017,4,8,201748,Charles Oliveira,Blue, USA,1,FALSE,Lightweight,MALE,3,23.1765,0.519,1.2941,1.2941,0.402,Orthodox,177.8,187.96,155,27,SUB,Rear Naked Choke,1,150,150,0,0,1,0,8,0,9
2017,4,8,201748,Mike de la Torre,Blue, USA,0,FALSE,Featherweight,MALE,3,22.1667,0.402,0,0.1667,0.083,Orthodox,180.34,180.34,145,30,KO/TKO,Punches,1,210,210,0,1,0,1,0,0,2
2017,4,8,201748,Sean Strickland,Blue, USA,0,FALSE,Welterweight,MALE,3,56.6667,0.395,0.5,1.3333,0.472,Orthodox,185.42,193.04,170,26,U-DEC,0,3,300,900,0,2,1,1,1,0,5
2017,4,8,201748,Charles Rosa,Blue, USA,0,FALSE,Featherweight,MALE,3,47.5,0.37,1.25,3.25,0.398,Switch,175.26,175.26,145,30,KO/TKO,Punch,3,119,719,0,0,1,0,1,0,2
2017,4,8,201748,Jan Blachowicz,Blue, USA,0,FALSE,Light Heavyweight,MALE,3,40.6,0.494,0.2,1,0.4,Orthodox,187.96,198.12,205,34,U-DEC,0,3,300,900,0,0,1,1,0,0,2
2017,4,8,201748,Andrew Holbrook,Blue, USA,0,FALSE,Lightweight,MALE,3,17.3333,0.577,1.6667,0.6667,0.333,Southpaw,180.34,177.8,155,31,KO/TKO,Punch,1,21,21,0,2,0,0,0,0,2
2017,4,8,201748,Desmond Green,Blue, USA,1,FALSE,Lightweight,MALE,3,0,0,0,0,0,Southpaw,177.8,185.42,155,27,S-DEC,0,3,300,900,0,0,0,0,0,0,0
2017,4,8,201748,Irene Aldana,Blue, USA,0,FALSE,Women's Bantamweight,FEMALE,3,108,0.42,0,1,1,Orthodox,175.26,172.72,135,29,S-DEC,0,3,300,900,0,0,0,0,0,0,0
2017,4,8,201748,Magomed Bibulatov,Blue, USA,1,FALSE,Flyweight,MALE,3,0,0,0,0,0,Orthodox,165.1,165.1,125,28,U-DEC,0,3,300,900,0,0,0,0,0,0,0
2017,3,18,2017318,Corey Anderson,Blue, United Kingdom,0,FALSE,Light Heavyweight,MALE,3,62.5,0.489,0,3.625,0.585,Orthodox,190.5,200.66,205,27,KO/TKO,Punch,1,185,185,0,0,4,2,0,0,6
2017,3,18,2017318,Alan Jouban,Blue, United Kingdom,0,FALSE,Welterweight,MALE,3,46.375,0.545,0,0.375,0.175,Southpaw,182.88,185.42,170,35,SUB,Guillotine Choke,2,46,346,0,0,3,3,0,0,6
2017,3,18,2017318,Marlon Vera,Blue, United Kingdom,1,FALSE,Catch Weight,MALE,3,27.25,0.45,1.5,0.75,0.373,Switch,172.72,177.8,135,24,KO/TKO,Kick,3,230,830,0,0,1,0,1,0,2
2017,3,18,2017318,Makwan Amirkhani,Blue, United Kingdom,0,FALSE,Featherweight,MALE,3,12.6667,0.497,0.6667,1.6667,0.523,Southpaw,177.8,182.88,145,28,S-DEC,0,3,300,900,0,0,1,1,1,0,3
2017,3,18,2017318,Reza Madadi,Blue, United Kingdom,0,FALSE,Lightweight,MALE,3,34.4,0.592,0.6,2.4,0.482,Orthodox,180.34,182.88,155,38,U-DEC,0,3,300,900,0,0,0,1,2,0,3
2017,3,18,2017318,Francimar Barroso,Blue, United Kingdom,1,FALSE,Light Heavyweight,MALE,3,32,0.45,0,1.3333,0.192,Orthodox,185.42,190.5,205,37,U-DEC,0,3,300,900,0,0,3,0,0,0,3
2017,3,18,2017318,Vicente Luque,Blue, United Kingdom,0,FALSE,Welterweight,MALE,3,17,0.466,0.6,0.8,0.16,Orthodox,180.34,190.5,170,25,U-DEC,0,3,300,900,0,0,0,2,2,0,4
2017,3,18,2017318,Teemu Packalen,Blue, United Kingdom,0,FALSE,Lightweight,MALE,3,20.5,0.555,1,1.5,0.135,Orthodox,185.42,182.88,155,29,KO/TKO,Punch,1,30,30,0,0,0,0,1,0,1
2017,3,18,2017318,Lucie Pudilova,Blue, United Kingdom,0,FALSE,Women's Bantamweight,FEMALE,3,0,0,0,0,0,Orthodox,172.72,170.18,125,22,U-DEC,0,3,300,900,0,0,0,0,0,0,0
2017,3,11,2017311,Gian Villante,Blue, Brazil,0,FALSE,Light Heavyweight,MALE,3,44.4444,0.479,0,0.5556,0.25,Orthodox,190.5,193.04,205,31,KO/TKO,Punch,3,59,659,0,1,0,4,0,0,5
2017,3,11,2017311,Beneil Dariush,Blue, Brazil,0,FALSE,Lightweight,MALE,3,33.8,0.48,0.5,0.9,0.291,Southpaw,177.8,182.88,155,27,KO/TKO,Flying Knee,2,215,515,0,1,3,1,3,0,8
2017,3,11,2017311,Ray Borg,Blue, Brazil,1,FALSE,Flyweight,MALE,3,16.6667,0.543,1.8333,3.1667,0.678,Orthodox,162.56,160.02,135,23,U-DEC,0,3,300,900,0,0,2,0,2,0,4
2017,3,11,2017311,Tim Means,Blue, Brazil,0,FALSE,Welterweight,MALE,3,43.0769,0.495,0.1538,0.6154,0.269,Orthodox,187.96,190.5,170,33,SUB,Rear Naked Choke,2,158,458,0,1,2,4,1,0,8
2017,3,11,2017311,Kevin Lee,Blue, Brazil,1,FALSE,Lightweight,MALE,3,39,0.428,1,2.5556,0.412,Orthodox,175.26,195.58,170,24,SUB,Rear Naked Choke,2,192,492,0,1,3,1,2,0,7
2017,3,11,2017311,Davi Ramos,Blue, Brazil,0,FALSE,Welterweight,MALE,3,0,0,0,0,0,Orthodox,167.64,177.8,155,30,U-DEC,0,3,300,900,0,0,0,0,0,0,0
2017,3,11,2017311,Joe Soto,Blue, Brazil,1,FALSE,Bantamweight,MALE,3,36.6,0.478,1.4,0.6,0.294,Orthodox,167.64,165.1,135,29,U-DEC,0,3,300,900,0,0,0,0,2,0,2
2017,3,11,2017311,Joshua Burkman,Blue, Brazil,0,FALSE,Lightweight,MALE,3,32.9375,0.486,0.25,2.125,0.428,Orthodox,177.8,182.88,170,36,SUB,North-South Choke,1,102,102,0,1,3,1,1,0,6
2017,3,11,2017311,Jeremy Kennedy,Blue, Brazil,1,FALSE,Featherweight,MALE,3,27,0.38,0,5,0.35,Orthodox,180.34,180.34,145,24,U-DEC,0,3,300,900,0,0,1,0,0,0,1
2017,3,11,2017311,Paulo Costa,Blue, Brazil,1,FALSE,Middleweight,MALE,3,0,0,0,0,0,Orthodox,185.42,182.88,185,25,KO/TKO,Punch,1,77,77,0,0,0,0,0,0,0
2017,3,4,201734,Stephen Thompson,Blue, USA,0,TRUE,Welterweight,MALE,5,47.6,0.484,0,0.5,0.183,Orthodox,182.88,190.5,170,34,M-DEC,0,5,300,1500,0,0,3,5,0,0,8
2017,3,4,201734,David Teymur,Blue, USA,1,FALSE,Lightweight,MALE,3,32,0.515,0,0.5,0.5,Southpaw,175.26,185.42,155,27,U-DEC,0,3,300,900,0,0,0,2,0,0,2
2017,3,4,201734,Daniel Kelly,Blue, USA,1,FALSE,Middleweight,MALE,3,37.8333,0.402,0.1667,1.6667,0.313,Southpaw,182.88,177.8,185,39,S-DEC,0,3,300,900,0,0,3,1,1,0,5
2017,3,4,201734,Cynthia Calvillo,Blue, USA,1,FALSE,Women's Strawweight,FEMALE,3,0,0,0,0,0,Orthodox,162.56,162.56,115,29,SUB,Rear Naked Choke,1,199,199,0,0,0,0,0,0,0
2017,3,4,201734,Mark Hunt,Blue, USA,0,FALSE,Heavyweight,MALE,3,27.6923,0.428,0.0769,0.5385,0.262,Orthodox,177.8,182.88,265,42,KO/TKO,Knees,3,104,704,0,0,1,6,0,0,7
2017,3,4,201734,Luis Henrique,Blue, USA,0,FALSE,Heavyweight,MALE,3,18.6667,0.517,1,2.6667,0.433,Orthodox,187.96,187.96,243,23,KO/TKO,Punches,3,226,826,0,0,0,0,2,0,2
2017,3,4,201734,Darren Elkins,Blue, USA,1,FALSE,Featherweight,MALE,3,35.4,0.314,1.1333,2.2667,0.376,Orthodox,177.8,180.34,145,32,KO/TKO,Kick,3,199,799,0,1,8,2,0,0,11
2017,3,4,201734,Luke Sanders,Blue, USA,0,FALSE,Bantamweight,MALE,3,26,0.54,1,0,0,Southpaw,167.64,170.18,135,31,SUB,Kneebar,2,193,493,0,0,0,0,1,0,1
2017,3,4,201734,Daniel Spitz,Blue, USA,0,FALSE,Heavyweight,MALE,3,0,0,0,0,0,Orthodox,200.66,208.28,245,26,U-DEC,0,3,300,900,0,0,0,0,0,0,0
2017,3,4,201734,Paul Craig,Blue, USA,0,FALSE,Light Heavyweight,MALE,3,31,0.63,3,1,0.5,Orthodox,190.5,193.04,205,29,KO/TKO,Elbows,1,250,250,0,0,0,0,1,0,1
2017,3,4,201734,Andre Soukhamthath,Blue, USA,0,FALSE,Bantamweight,MALE,3,0,0,0,0,0,Orthodox,175.26,177.8,135,28,S-DEC,0,3,300,900,0,0,0,0,0,0,0
2017,2,19,2017219,Travis Browne,Blue, Canada,0,FALSE,Heavyweight,MALE,5,22.9333,0.465,0.1333,0.6667,0.321,Orthodox,198.12,200.66,255,34,KO/TKO,Punch,2,192,492,0,0,1,7,1,0,9
2017,2,19,2017219,Hector Lombard,Blue, Canada,0,FALSE,Middleweight,MALE,3,33.5,0.5,0.25,1.5,0.436,Southpaw,175.26,180.34,185,39,U-DEC,0,3,300,900,0,0,1,2,0,0,3
2017,2,19,2017219,Gavin Tucker,Blue, Canada,1,FALSE,Featherweight,MALE,3,0,0,0,0,0,Southpaw,167.64,167.64,145,30,U-DEC,0,3,300,900,0,0,0,0,0,0,0
2017,2,19,2017219,Cezar Ferreira,Blue, Canada,0,FALSE,Middleweight,MALE,3,16.9,0.406,0.2,1.6,0.418,Southpaw,185.42,198.12,185,32,U-DEC,0,3,300,900,0,1,4,0,2,0,7
2017,2,19,2017219,Gina Mazany,Blue, Canada,0,FALSE,Women's Bantamweight,FEMALE,3,0,0,0,0,0,Southpaw,167.64,172.72,135,28,SUB,Arm Triangle,1,74,74,0,0,0,0,0,0,0
2017,2,19,2017219,Santiago Ponzinibbio,Blue, Canada,1,FALSE,Welterweight,MALE,3,37.4286,0.414,0,0.1429,0.047,Orthodox,182.88,185.42,170,30,U-DEC,0,3,300,900,0,0,2,3,0,0,5
2017,2,19,2017219,Randa Markos,Blue, Canada,1,FALSE,Women's Strawweight,FEMALE,3,39.4,0.358,0.4,1.2,0.454,Orthodox,162.56,160.02,115,31,S-DEC,0,3,300,900,0,0,2,0,0,0,2
2017,2,19,2017219,Reginaldo Vieira,Blue, Canada,0,FALSE,Bantamweight,MALE,3,39.5,0.455,1,1.5,0.375,Orthodox,170.18,165.1,135,34,U-DEC,0,3,300,900,0,0,1,0,0,0,1
2017,2,19,2017219,Thiago Santos,Blue, Canada,1,FALSE,Middleweight,MALE,3,16.5556,0.423,0,0.1111,0.056,Orthodox,187.96,193.04,205,33,KO/TKO,Kick,2,141,441,0,0,1,4,0,0,5
2017,2,19,2017219,Ryan Janes,Blue, Canada,0,FALSE,Middleweight,MALE,3,82,0.38,0,0,0,Orthodox,190.5,193.04,185,35,SUB,Armbar,1,94,94,0,0,1,0,0,0,1
2017,2,11,2017211,Germaine de Randamie,Blue, USA,1,TRUE,Women's Featherweight,FEMALE,5,24.5,0.43,0,0,0,Orthodox,175.26,180.34,135,32,U-DEC,0,5,300,1500,0,1,0,2,0,0,3
