Year,Month,Day,Full-Date,Fighter,Color,Country,Winner,TitleBout,WeightClass,Gender,NumberRounds,Avg-SSL,Avg-SSP,Avg-SA,Avg-TDL,Avg-TDP,Stance,Height,Reach,Weight,Age,Finish,Details,F-Round,F-RoundTime,Fight-Secs,Wins-DM,Wins-DS,Wins-DU,Wins-KO,Wins-S,Wins-TKOS,Wins-T
2021,10,9,2021109,Tim Elliott,Red,USA,0,FALSE,Flyweight,MALE,3,3.41,0.44,1,3.73,0.47,Southpaw,170.18,167.64,125,34,U-DEC,,3,300,900,0,0,5,0,1,0,6
2021,10,9,2021109,Sabina Mazo,Red,USA,0,FALSE,Women's Flyweight,FEMALE,3,6.1,0.43,0.2,0.65,0.8,Orthodox,170.18,177.8,125,24,SUB,Rear Naked Choke,3,53,653,0,1,1,0,1,0,3
2021,10,9,2021109,Chris Gutierrez,Red,USA,1,FALSE,Bantamweight,MALE,3,5.04,0.57,0.1,0.34,0.37,Orthodox,175.26,170.18,135,30,S-DEC,,3,300,900,0,1,2,1,0,0,4
2021,10,9,2021109,Alexandr Romanov,Red,USA,1,FALSE,Heavyweight,MALE,3,4.06,0.52,0.9,4.32,0.54,Southpaw,187.96,190.5,262,30,KO/TKO,Punches,2,283,583,0,1,0,0,2,0,3
2021,10,9,2021109,Charles Rosa,Red,USA,0,FALSE,Featherweight,MALE,3,3.08,0.36,1,1.67,0.35,Switch,175.26,175.26,145,35,U-DEC,,3,300,900,0,2,1,0,2,0,5
2021,10,9,2021109,Loopy Godinez,Red,USA,1,FALSE,Women's Strawweight,FEMALE,3,4.31,0.49,1.1,3.39,0.46,Orthodox,157.48,154.94,115,28,SUB,Armbar,1,254,254,0,0,0,0,0,0,0
2021,10,9,2021109,Steve Garcia,Red,USA,1,FALSE,Lightweight,MALE,3,4.85,0.56,0.4,1.51,0.44,Southpaw,182.88,190.5,145,29,KO/TKO,Punches,2,111,411,0,0,0,1,0,0,1
2021,10,2,2021102,Thiago Santos,Red,USA,1,FALSE,Light Heavyweight,MALE,5,3.95,0.48,0.1,0.61,0.36,Orthodox,187.96,193.04,205,37,U-DEC,,5,300,1500,0,0,2,11,0,0,13
2021,10,2,2021102,Alex Oliveira,Red,USA,0,FALSE,Welterweight,MALE,3,2.97,0.51,0.5,2.27,0.37,Orthodox,180.34,193.04,170,33,U-DEC,,3,300,900,0,1,3,4,3,0,11
2021,10,2,2021102,Misha Cirkunov,Red,USA,0,FALSE,Middleweight,MALE,3,3.77,0.49,1.7,4.48,0.44,Orthodox,190.5,195.58,205,34,S-DEC,,3,300,900,0,0,0,1,5,0,6
2021,10,2,2021102,Alexander Hernandez,Red,USA,1,FALSE,Lightweight,MALE,3,3.79,0.36,0,1.57,0.35,Orthodox,175.26,182.88,155,29,KO/TKO,Punch,1,80,80,0,0,2,2,0,0,4
2021,10,2,2021102,Joe Solecki,Red,USA,0,FALSE,Lightweight,MALE,3,2.64,0.62,0.6,2.85,0.52,Orthodox,175.26,177.8,155,28,S-DEC,,3,300,900,0,0,2,0,2,0,4
2021,10,2,2021102,Antonina Shevchenko,Red,USA,0,FALSE,Women's Flyweight,FEMALE,3,3.89,0.56,0.5,0.51,0.5,Southpaw,172.72,170.18,125,36,KO/TKO,Punches,2,287,587,0,0,1,2,1,0,4
2021,10,2,2021102,Bethe Correia,Red,USA,0,FALSE,Women's Bantamweight,FEMALE,3,4.37,0.43,0,0.39,0.18,Orthodox,165.1,162.56,135,38,U-DEC,,3,300,900,0,2,2,1,0,0,5
2021,10,2,2021102,Devonte Smith,Red,USA,0,FALSE,Lightweight,MALE,3,5.1,0.52,0.5,0.53,1,Orthodox,175.26,193.04,155,28,KO/TKO,Punches,2,171,471,0,0,0,4,0,0,4
2021,10,2,2021102,Douglas Silva de Andrade,Red,USA,1,FALSE,Bantamweight,MALE,3,3.79,0.38,0,0.69,0.5,Orthodox,170.18,172.72,145,36,KO/TKO,Punch,1,124,124,0,0,3,1,0,0,4
2021,10,2,2021102,Stephanie Egger,Red,USA,1,FALSE,Women's Bantamweight,FEMALE,3,1.74,0.52,0,2.01,0.3,Orthodox,167.64,172.72,135,33,KO/TKO,Elbow,2,142,442,0,0,0,0,0,0,0
2021,10,2,2021102,Alejandro Perez,Red,USA,1,FALSE,Bantamweight,MALE,3,3.45,0.35,0.4,0.61,0.23,Orthodox,167.64,165.1,145,32,SUB,Armbar,2,253,553,0,1,3,3,0,0,7
2021,9,25,2021925,Alexander Volkanovski,Red,USA,1,TRUE,Featherweight,MALE,5,6.42,0.56,0.3,1.77,0.34,Orthodox,167.64,180.34,145,32,U-DEC,,5,300,1500,0,1,5,3,0,0,9
2021,9,25,2021925,Valentina Shevchenko,Red,USA,1,TRUE,Women's Flyweight,FEMALE,5,3.21,0.52,0.3,2.62,0.64,Southpaw,165.1,167.64,125,33,KO/TKO,Punches,4,240,1140,0,1,4,3,2,0,10
2021,9,25,2021925,Nick Diaz,Red,USA,0,FALSE,Middleweight,MALE,3,5.71,0.42,1,1.28,0.32,Southpaw,185.42,193.04,170,38,KO/TKO,Punch,3,44,644,0,1,2,10,6,0,19
2021,9,25,2021925,Curtis Blaydes,Red,USA,1,FALSE,Heavyweight,MALE,3,3.44,0.51,0,6.27,0.53,Orthodox,193.04,203.2,265,30,U-DEC,,3,300,900,0,0,4,5,0,0,9
2021,9,25,2021925,Jessica Andrade,Red,USA,1,FALSE,Women's Flyweight,FEMALE,3,6.24,0.5,0.4,2.9,0.55,Orthodox,154.94,157.48,125,30,KO/TKO,Punches,1,294,294,0,1,5,4,2,0,12
2021,9,25,2021925,Marlon Moraes,Red,USA,0,FALSE,Bantamweight,MALE,3,3.34,0.4,0.4,0.89,0.41,Orthodox,167.64,170.18,135,33,KO/TKO,Punches,2,265,565,0,2,0,2,1,0,5
2021,9,25,2021925,Dan Hooker,Red,USA,1,FALSE,Lightweight,MALE,3,4.95,0.48,0.2,0.91,0.36,Switch,182.88,190.5,155,31,U-DEC,,3,300,900,0,1,1,6,2,0,10
2021,9,25,2021925,Shamil Abdurakhimov,Red,USA,0,FALSE,Heavyweight,MALE,3,2.53,0.43,0.2,1.14,0.24,Orthodox,190.5,193.04,235,40,KO/TKO,Punch,2,83,383,0,1,2,2,0,0,5
2021,9,25,2021925,Roxanne Modafferi,Red,USA,0,FALSE,Women's Flyweight,FEMALE,3,2.97,0.3,0.1,1.3,0.21,Orthodox,170.18,175.26,125,39,U-DEC,,3,300,900,0,1,2,1,0,0,4
2021,9,25,2021925,Uros Medic,Red,USA,0,FALSE,Lightweight,MALE,3,10.53,0.75,0,0,0,Southpaw,185.42,180.34,155,28,SUB,Rear Naked Choke,1,241,241,0,0,0,2,0,0,2
2021,9,25,2021925,Cody Brundage,Red,USA,0,FALSE,Middleweight,MALE,3,2.7,0.61,0.9,0.86,0.25,Orthodox,182.88,182.88,185,27,U-DEC,,3,300,900,0,0,0,0,0,0,0
2021,9,25,2021925,Matthew Semelsberger,Red,USA,1,FALSE,Welterweight,MALE,3,6.16,0.48,0.5,0.98,1,Switch,185.42,190.5,170,28,KO/TKO,Punch,1,15,15,0,0,1,1,0,0,2
2021,9,25,2021925,Jonathan Pearce,Red,USA,1,FALSE,Featherweight,MALE,3,6.79,0.53,1,7.17,0.57,Switch,182.88,180.34,145,29,SUB,Rear Naked Choke,2,211,511,0,0,0,2,0,0,2
2021,9,18,2021918,Anthony Smith,Red,USA,1,FALSE,Light Heavyweight,MALE,5,3.03,0.47,0.8,0.46,0.28,Orthodox,193.04,193.04,205,33,SUB,Rear Naked Choke,1,227,227,0,0,1,7,4,0,12
2021,9,18,2021918,Ion Cutelaba,Red,USA,1,FALSE,Light Heavyweight,MALE,3,4.91,0.42,0,4.39,0.6,Southpaw,185.42,190.5,205,27,U-DEC,,3,300,900,0,0,1,3,0,0,4
2021,9,18,2021918,Ariane Lipski,Red,USA,1,FALSE,Women's Flyweight,FEMALE,3,3.33,0.36,0.4,0.19,0.2,Orthodox,167.64,170.18,125,27,U-DEC,,3,300,900,0,0,1,0,1,0,2
2021,9,18,2021918,Arman Tsarukyan,Red,USA,1,FALSE,Lightweight,MALE,3,3.59,0.46,0,3.38,0.34,Orthodox,170.18,182.88,155,24,KO/TKO,Punches,1,129,129,0,0,3,0,0,0,3
2021,9,18,2021918,Nate Maness,Red,USA,1,FALSE,Bantamweight,MALE,3,2.87,0.46,0.5,1.52,0.75,Orthodox,177.8,182.88,135,30,KO/TKO,Punches,2,130,430,0,0,1,0,1,0,2
2021,9,18,2021918,Joaquin Buckley,Red,USA,1,FALSE,Middleweight,MALE,3,4.16,0.37,0,0.8,0.16,Southpaw,177.8,193.04,185,27,KO/TKO,Punches,3,146,746,0,0,0,2,0,0,2
2021,9,18,2021918,Mike Rodriguez,Red,USA,0,FALSE,Light Heavyweight,MALE,3,4.35,0.53,0,0,0,Southpaw,193.04,208.28,205,32,U-DEC,,3,300,900,0,0,0,3,0,0,3
2021,9,18,2021918,Pannie Kianzad,Red,USA,0,FALSE,Women's Bantamweight,FEMALE,3,5.34,0.49,0.1,0.31,0.22,Orthodox,170.18,167.64,135,29,U-DEC,,3,300,900,0,0,4,0,0,0,4
2021,9,18,2021918,Rong Zhu,Red,USA,1,FALSE,Lightweight,MALE,3,4.33,0.53,0,4.56,0.75,Orthodox,175.26,180.34,155,21,KO/TKO,Punches,3,275,875,0,0,0,0,0,0,0
2021,9,18,2021918,Montel Jackson,Red,USA,1,FALSE,Bantamweight,MALE,3,3.42,0.55,0.3,4.13,0.78,Southpaw,177.8,190.5,135,29,U-DEC,,3,300,900,0,0,2,2,1,0,5
2021,9,18,2021918,Erin Blanchfield,Red,USA,1,FALSE,Women's Flyweight,FEMALE,3,8,0.57,0,3,1,Orthodox,162.56,167.64,135,22,U-DEC,,3,300,900,0,0,0,0,0,0,0
2021,9,18,2021918,Impa Kasanganay,Red,USA,0,FALSE,Welterweight,MALE,3,4.96,0.48,0.2,1.75,0.58,Orthodox,180.34,190.5,170,27,KO/TKO,Punches,1,158,158,0,0,3,0,1,0,4
2021,9,18,2021918,Emily Whitmire,Red,USA,0,FALSE,Women's Flyweight,FEMALE,3,2.5,0.31,0.5,1.9,0.66,Orthodox,165.1,160.02,125,30,SUB,Armbar,1,257,257,0,0,1,0,1,0,2
2021,9,4,202194,Derek Brunson,Red,USA,1,FALSE,Middleweight,MALE,5,3.45,0.47,0.5,3.15,0.34,Southpaw,185.42,195.58,185,37,SUB,Rear Naked Choke,3,133,733,0,0,7,7,2,0,16
2021,9,4,202194,Tom Aspinall,Red,USA,1,FALSE,Heavyweight,MALE,3,7.19,0.65,1.4,2.73,1,Orthodox,195.58,198.12,256,28,KO/TKO,Elbow,1,150,150,0,0,0,2,1,0,3
2021,9,4,202194,Alex Morono,Red,USA,1,FALSE,Welterweight,MALE,3,5.14,0.42,0.4,0.38,0.25,Orthodox,180.34,182.88,170,31,U-DEC,,3,300,900,0,1,4,2,1,0,8
2021,9,4,202194,Modestas Bukauskas,Red,USA,0,FALSE,Light Heavyweight,MALE,3,3.59,0.37,0,0,0,Switch,190.5,198.12,205,27,KO/TKO,Kick,2,150,450,0,0,0,1,0,0,1
2021,9,4,202194,Paddy Pimblett,Red,USA,1,FALSE,Lightweight,MALE,3,10.64,0.58,0,0,0,Orthodox,177.8,185.42,155,26,KO/TKO,Punches,1,265,265,0,0,0,0,0,0,0
2021,9,4,202194,Molly McCann,Red,USA,1,FALSE,Women's Flyweight,FEMALE,3,5.67,0.49,0.6,1.7,0.32,Orthodox,162.56,157.48,125,31,U-DEC,,3,300,900,0,0,3,0,0,0,3
2021,9,4,202194,Jack Shore,Red,USA,1,FALSE,Bantamweight,MALE,3,4.03,0.58,0.9,4.47,0.41,Orthodox,172.72,180.34,135,26,U-DEC,,3,300,900,0,1,0,0,2,0,3
2021,9,4,202194,Julian Erosa,Red,USA,1,FALSE,Catch Weight,MALE,3,5.55,0.47,0.9,1.45,0.5,Southpaw,185.42,187.96,145,32,SUB,D'Arce Choke,3,176,776,0,1,0,2,1,0,4
2021,9,4,202194,Dalcha Lungiambula,Red,USA,0,FALSE,Middleweight,MALE,3,2.97,0.43,0,2.05,0.46,Orthodox,172.72,193.04,185,34,U-DEC,,3,300,900,0,0,1,1,0,0,2
2021,8,28,2021828,Edson Barboza,Red,USA,0,FALSE,Featherweight,MALE,5,4.11,0.44,0.1,0.4,0.44,Orthodox,180.34,190.5,145,35,KO/TKO,Punch,3,104,704,1,1,6,8,0,0,16
2021,8,28,2021828,Bryan Battle,Red,USA,1,FALSE,Middleweight,MALE,3,6.34,0.52,2.1,2.07,1,Orthodox,185.42,195.58,185,26,SUB,Rear Naked Choke,2,135,435,0,0,0,0,0,0,0
2021,8,28,2021828,Ricky Turcios,Red,USA,1,FALSE,Bantamweight,MALE,3,7,0.45,0,1,0.22,Orthodox,175.26,180.34,135,28,S-DEC,,3,300,900,0,0,0,0,0,0,0
2021,8,28,2021828,Kevin Lee,Red,USA,0,FALSE,Welterweight,MALE,3,3.89,0.42,0.8,3.19,0.43,Orthodox,175.26,195.58,170,28,U-DEC,,3,300,900,0,1,3,3,4,0,11
2021,8,28,2021828,Andre Petroski,Red,USA,1,FALSE,Middleweight,MALE,3,3.48,0.57,1.1,4.55,0.44,Switch,182.88,185.42,185,30,KO/TKO,Elbows,3,192,792,0,0,0,0,0,0,0
2021,8,28,2021828,Makhmud Muradov,Red,USA,0,FALSE,Middleweight,MALE,3,5.39,0.42,0.3,0.31,0.16,Orthodox,187.96,190.5,185,31,SUB,Rear Naked Choke,2,109,409,0,0,1,2,0,0,3
2021,8,28,2021828,Alessio Di Chirico,Red,USA,0,FALSE,Middleweight,MALE,3,3.3,0.41,0,1.62,0.45,Orthodox,182.88,187.96,185,31,KO/TKO,Kick,1,17,17,0,2,0,2,0,0,4
2021,8,28,2021828,Sam Alvey,Red,USA,0,FALSE,Middleweight,MALE,3,3.29,0.44,0.1,0.07,0.16,Southpaw,187.96,190.5,185,35,S-DEC,,3,300,900,0,2,2,5,1,0,10
2021,8,28,2021828,Dustin Jacoby,Red,USA,1,FALSE,Light Heavyweight,MALE,3,4.32,0.49,0,0.35,0.4,Orthodox,190.5,193.04,205,33,KO/TKO,Punches,1,184,184,0,0,2,1,0,0,3
2021,8,28,2021828,JJ Aldrich,Red,USA,1,FALSE,Women's Flyweight,FEMALE,3,4.05,0.44,0,0.82,0.41,Southpaw,165.1,170.18,125,28,U-DEC,,3,300,900,0,1,4,0,0,0,5
2021,8,28,2021828,Jamall Emmers,Red,USA,0,FALSE,Featherweight,MALE,3,5.73,0.53,0.4,2.76,0.53,Orthodox,177.8,187.96,145,32,SUB,Heel Hook,1,113,113,0,0,1,0,0,0,1
2021,8,28,2021828,Mana Martinez,Red,USA,1,FALSE,Bantamweight,MALE,3,4.84,0.5,0.9,1.73,0.66,Orthodox,177.8,177.8,135,25,S-DEC,,3,300,900,0,0,0,0,0,0,0
2021,8,21,2021821,Jared Cannonier,Red,USA,1,FALSE,Middleweight,MALE,5,3.6,0.49,0,0.12,0.33,Switch,180.34,195.58,185,37,U-DEC,,5,300,1500,0,0,1,5,0,0,6
2021,8,21,2021821,Clay Guida,Red,USA,0,FALSE,Lightweight,MALE,3,2.53,0.34,0.7,3.24,0.38,Orthodox,170.18,177.8,155,39,S-DEC,,3,300,900,0,3,9,2,4,0,18
2021,8,21,2021821,Parker Porter,Red,USA,1,FALSE,Heavyweight,MALE,3,8.48,0.51,0.7,1.42,0.3,Orthodox,182.88,190.5,265,36,U-DEC,,3,300,900,0,0,1,0,0,0,1
2021,8,21,2021821,Trevin Jones,Red,USA,0,FALSE,Bantamweight,MALE,3,2.22,0.54,0,1.09,0.15,Southpaw,170.18,177.8,135,31,SUB,Guillotine Choke,3,279,879,0,0,0,1,0,0,1
2021,8,21,2021821,Vinc Pichel,Red,USA,1,FALSE,Lightweight,MALE,3,3.42,0.45,0.3,3.29,0.54,Orthodox,177.8,182.88,155,38,U-DEC,,3,300,900,0,0,5,1,0,0,6
2021,8,21,2021821,Alexandre Pantoja,Red,USA,1,FALSE,Flyweight,MALE,3,4.24,0.48,1.1,1.26,0.38,Orthodox,165.1,170.18,125,31,SUB,Rear Naked Choke,2,106,406,0,1,2,2,2,0,7
2021,8,21,2021821,Austin Lingo,Red,USA,1,FALSE,Featherweight,MALE,3,4,0.42,0,0.67,0.66,Orthodox,177.8,177.8,145,27,U-DEC,,3,300,900,0,0,1,0,0,0,1
2021,8,21,2021821,Brian Kelleher,Red,USA,1,FALSE,Bantamweight,MALE,3,3.63,0.4,0.9,1.28,0.33,Switch,167.64,167.64,135,35,U-DEC,,3,300,900,0,0,1,2,3,0,6
2021,8,21,2021821,Bea Malecki,Red,USA,0,FALSE,Women's Bantamweight,FEMALE,3,6.84,0.46,1.1,0,0,Orthodox,175.26,187.96,135,29,KO/TKO,Punch,1,294,294,0,0,1,0,1,0,2
2021,8,21,2021821,William Knight,Red,USA,1,FALSE,Light Heavyweight,MALE,3,3.55,0.72,0.3,2.36,0.53,Orthodox,177.8,185.42,205,33,KO/TKO,Punch,1,238,238,0,0,1,2,0,0,3
2021,8,21,2021821,Roosevelt Roberts,Red,USA,0,FALSE,Lightweight,MALE,3,3.14,0.44,0.9,1.44,0.29,Orthodox,187.96,185.42,155,27,KO/TKO,Kick,3,295,895,0,0,2,0,3,0,5
2021,8,21,2021821,Sasha Palatnikov,Red,USA,0,FALSE,Welterweight,MALE,3,6.69,0.53,0,0.72,1,Switch,185.42,182.88,170,32,SUB,Rear Naked Choke,1,153,153,0,0,0,1,0,0,1
2021,8,7,202187,Derrick Lewis,Red,USA,0,TRUE,Heavyweight,MALE,5,2.49,0.5,0,0.49,0.25,Orthodox,190.5,200.66,260,36,KO/TKO,Punches,3,251,851,0,2,2,12,0,0,16
2021,8,7,202187,Jose Aldo,Red,USA,1,FALSE,Bantamweight,MALE,3,3.63,0.45,0.1,0.55,0.56,Orthodox,170.18,177.8,135,34,U-DEC,,3,300,900,0,0,8,11,0,0,19
2021,8,7,202187,Michael Chiesa,Red,USA,0,FALSE,Welterweight,MALE,3,1.87,0.4,1.1,3.62,0.53,Southpaw,185.42,190.5,170,33,SUB,D'Arce Choke,1,205,205,0,0,5,0,6,0,11
2021,8,7,202187,Tecia Torres,Red,USA,1,FALSE,Women's Strawweight,FEMALE,3,4.71,0.48,0.1,0.71,0.15,Orthodox,154.94,152.4,115,31,U-DEC,,3,300,900,0,0,6,1,1,0,8
2021,8,7,202187,Song Yadong,Red,USA,1,FALSE,Bantamweight,MALE,3,4.91,0.42,0.3,0.49,0.42,Orthodox,172.72,170.18,135,23,S-DEC,,3,300,900,0,0,2,2,1,0,5
2021,8,7,202187,Bobby Green,Red,USA,0,FALSE,Lightweight,MALE,3,5.45,0.51,0.3,1.46,0.39,Orthodox,177.8,180.34,155,34,U-DEC,,3,300,900,0,2,6,1,3,0,12
2021,8,7,202187,Vince Morales,Red,USA,1,FALSE,Bantamweight,MALE,3,4.39,0.39,0,0.2,0.25,Orthodox,170.18,177.8,135,30,U-DEC,,3,300,900,0,0,1,0,0,0,1
2021,8,7,202187,Alonzo Menifield,Red,USA,1,FALSE,Light Heavyweight,MALE,3,4.13,0.54,0.3,0.56,0.25,Orthodox,182.88,193.04,205,33,U-DEC,,3,300,900,0,0,0,4,1,0,5
2021,8,7,202187,Karolina Kowalkiewicz,Red,USA,0,FALSE,Women's Strawweight,FEMALE,3,5.16,0.39,0.1,0.19,0.22,Orthodox,160.02,162.56,115,35,SUB,Armbar,1,272,272,0,2,3,0,0,0,5
2021,8,7,202187,Manel Kape,Red,USA,1,FALSE,Flyweight,MALE,3,3.71,0.47,0,0.86,0.28,Southpaw,165.1,172.72,125,27,KO/TKO,Flying Knee,1,284,284,0,0,0,0,0,0,0
2021,8,7,202187,Miles Johns,Red,USA,1,FALSE,Bantamweight,MALE,3,4.03,0.53,0,0.99,0.3,Orthodox,170.18,167.64,135,27,KO/TKO,Punch,3,76,676,0,1,1,1,0,0,3
2021,8,7,202187,Victoria Leonardo,Red,USA,0,FALSE,Women's Flyweight,FEMALE,3,3.71,0.41,0,1.56,0.27,Orthodox,165.1,162.56,125,31,KO/TKO,,2,300,600,0,0,0,1,0,0,1
2021,8,7,202187,Johnny Munoz,Red,USA,1,FALSE,Bantamweight,MALE,3,2.79,0.42,2.7,2.66,0.21,Orthodox,175.26,180.34,135,28,SUB,Rear Naked Choke,2,155,455,0,0,0,0,0,0,0
2021,7,31,2021731,Uriah Hall,Red,USA,0,FALSE,Middleweight,MALE,5,3.47,0.49,0.2,0.58,0.38,Orthodox,182.88,200.66,185,37,U-DEC,,5,300,1500,0,1,1,8,0,0,10
2021,7,31,2021731,Cheyanne Buys,Red,USA,1,FALSE,Women's Strawweight,FEMALE,3,4.32,0.54,0,0.48,0.33,Switch,160.02,160.02,115,26,KO/TKO,Kick,1,60,60,0,0,1,0,0,0,1
2021,7,31,2021731,Niklas Stolze,Red,USA,0,FALSE,Welterweight,MALE,3,2.29,0.43,0,0.93,1,Switch,182.88,190.5,170,28,KO/TKO,Punch,1,68,68,0,0,0,0,0,0,0
2021,7,31,2021731,Collin Anglin,Red,USA,0,FALSE,Featherweight,MALE,3,5.18,0.54,0,2.75,0.8,Orthodox,175.26,180.34,145,28,KO/TKO,Kick,2,110,410,0,0,1,0,0,0,1
2021,7,31,2021731,Bryan Barberena,Red,USA,0,FALSE,Welterweight,MALE,3,5.26,0.48,0.4,0.21,0.25,Southpaw,182.88,182.88,170,32,M-DEC,,3,300,900,0,0,2,3,1,0,6
2021,7,31,2021731,Chris Gruetzemacher,Red,USA,1,FALSE,Lightweight,MALE,3,6.93,0.56,0,0,0,Orthodox,172.72,172.72,155,35,U-DEC,,3,300,900,0,0,1,2,0,0,3
2021,7,31,2021731,Jinh Yu Frey,Red,USA,1,FALSE,Women's Strawweight,FEMALE,3,2.86,0.44,0.5,0.78,0.37,Southpaw,160.02,165.1,115,36,U-DEC,,3,300,900,0,0,1,0,0,0,1
2021,7,31,2021731,Ryan Benoit,Red,USA,0,FALSE,Flyweight,MALE,3,2.88,0.39,0.4,0.28,0.22,Orthodox,165.1,172.72,125,31,U-DEC,,3,300,900,0,1,0,2,0,0,3
2021,7,31,2021731,Phil Rowe,Red,USA,1,FALSE,Welterweight,MALE,3,4.97,0.56,0,0.87,0.33,Orthodox,190.5,203.2,170,31,KO/TKO,Punches,2,261,561,0,0,0,1,0,0,1
2021,7,24,2021724,Cory Sandhagen,Red,USA,0,FALSE,Bantamweight,MALE,5,6.32,0.47,0.6,0.74,0.44,Switch,180.34,177.8,135,29,S-DEC,,5,300,1500,0,1,1,4,1,0,7
2021,7,24,2021724,Kyler Phillips,Red,USA,0,FALSE,Bantamweight,MALE,3,5.2,0.49,0.3,3.2,0.55,Orthodox,172.72,182.88,135,26,M-DEC,,3,300,900,0,0,2,2,0,0,4
2021,7,24,2021724,Darren Elkins,Red,USA,1,FALSE,Featherweight,MALE,3,3.46,0.38,1.1,2.67,0.33,Orthodox,177.8,180.34,145,37,KO/TKO,Punches,2,228,528,0,2,8,3,2,0,15
2021,7,24,2021724,Miranda Maverick,Red,USA,0,FALSE,Women's Flyweight,FEMALE,3,4.77,0.43,0,1.71,0.8,Southpaw,160.02,165.1,125,24,S-DEC,,3,300,900,0,0,1,1,0,0,2
2021,7,24,2021724,Adrian Yanez,Red,USA,1,FALSE,Bantamweight,MALE,3,6.13,0.38,0,0,0,Orthodox,170.18,177.8,135,27,KO/TKO,Punches,2,131,431,0,0,0,3,0,0,3
2021,7,24,2021724,Punahele Soriano,Red,USA,0,FALSE,Middleweight,MALE,3,4.44,0.43,0,1.58,0.66,Southpaw,180.34,182.88,185,28,U-DEC,,3,300,900,0,0,1,2,0,0,3
2021,7,24,2021724,Nassourdine Imavov,Red,USA,1,FALSE,Middleweight,MALE,3,4.3,0.54,1.6,0.79,0.22,Orthodox,190.5,190.5,185,26,KO/TKO,Punches,2,189,489,0,0,1,0,0,0,1
2021,7,24,2021724,Mickey Gall,Red,USA,1,FALSE,Welterweight,MALE,3,2.6,0.46,2.4,1.32,0.28,Switch,187.96,187.96,170,29,SUB,Rear Naked Choke,1,177,177,0,0,1,0,4,0,5
2021,7,24,2021724,Julio Arce,Red,USA,1,FALSE,Bantamweight,MALE,3,4.31,0.36,0.5,0.52,0.3,Southpaw,170.18,177.8,145,31,KO/TKO,Punches,2,225,525,0,0,1,2,1,0,4
2021,7,24,2021724,Sijara Eubanks,Red,USA,1,FALSE,Women's Flyweight,FEMALE,3,4.56,0.43,0.4,1.94,0.47,Orthodox,162.56,170.18,135,36,KO/TKO,Punches,1,229,229,0,0,4,0,0,0,4
2021,7,24,2021724,Diana Belbita,Red,USA,1,FALSE,Women's Strawweight,FEMALE,3,6.72,0.46,0,0.92,0.66,Orthodox,170.18,172.72,125,25,U-DEC,,3,300,900,0,0,0,0,0,0,0
2021,7,17,2021717,Islam Makhachev,Red,USA,1,FALSE,Lightweight,MALE,5,2.24,0.58,1,3.31,0.65,Southpaw,177.8,177.8,155,29,SUB,Rear Naked Choke,4,158,1058,0,0,4,1,3,0,8
2021,7,17,2021717,Marion Reneau,Red,USA,0,FALSE,Women's Bantamweight,FEMALE,3,3.2,0.41,0.8,0.62,0.63,Orthodox,167.64,172.72,135,44,KO/TKO,Elbows,3,113,713,0,0,1,2,2,0,5
2021,7,17,2021717,Jeremy Stephens,Red,USA,0,FALSE,Lightweight,MALE,3,3.17,0.4,0.4,1.16,0.38,Orthodox,175.26,180.34,145,35,SUB,Kimura,1,65,65,0,1,6,8,0,0,15
2021,7,17,2021717,Rodolfo Vieira,Red,USA,1,FALSE,Middleweight,MALE,3,2.6,0.49,1.4,5.77,0.52,Orthodox,182.88,185.42,185,31,SUB,Rear Naked Choke,3,114,714,0,0,0,0,2,0,2
2021,7,17,2021717,Gabriel Benitez,Red,USA,0,FALSE,Featherweight,MALE,3,4.35,0.39,1.2,0.15,0.5,Southpaw,172.72,180.34,155,33,KO/TKO,Punches,3,220,820,0,0,2,2,2,0,6
2021,7,17,2021717,Daniel Rodriguez,Red,USA,1,FALSE,Welterweight,MALE,3,8.07,0.48,0.2,1,0.55,Southpaw,185.42,187.96,170,34,KO/TKO,Punches,1,227,227,0,0,3,1,1,0,5
2021,7,17,2021717,Amanda Lemos,Red,USA,1,FALSE,Women's Strawweight,FEMALE,3,6.32,0.63,0.5,1.95,1,Southpaw,162.56,165.1,115,34,KO/TKO,Punch,1,35,35,0,0,1,1,1,0,3
2021,7,17,2021717,Khalid Taha,Red,USA,0,FALSE,Bantamweight,MALE,3,2.69,0.33,0.3,0,0,Orthodox,165.1,175.26,135,29,U-DEC,,3,300,900,0,0,0,1,0,0,1
2021,7,17,2021717,Francisco Figueiredo,Red,USA,0,FALSE,Flyweight,MALE,3,1.9,0.58,0,3,0.75,Southpaw,167.64,172.72,135,31,U-DEC,,3,300,900,0,0,1,0,0,0,1
2021,7,17,2021717,Alan Baudot,Red,USA,0,FALSE,Heavyweight,MALE,3,7.81,0.61,0,0,0,Orthodox,190.5,200.66,243,33,KO/TKO,Punches,2,89,389,0,0,0,0,0,0,0
2021,7,10,2021710,Dustin Poirier,Red,USA,1,FALSE,Lightweight,MALE,5,5.62,0.5,1.2,1.5,0.36,Southpaw,175.26,182.88,155,32,KO/TKO,,1,300,300,1,0,6,10,3,0,20
2021,7,10,2021710,Gilbert Burns,Red,USA,1,FALSE,Welterweight,MALE,3,3.12,0.46,0.6,2.16,0.36,Orthodox,177.8,180.34,170,34,U-DEC,,3,300,900,0,0,5,3,4,0,12
